90	    0.717807    1.173765    2.280842    3.974968    5.688715    7.988209   10.299039   11.371988   13.301348   12.519568
91	    0.717807    1.173765    2.280842    3.974968    5.688715    7.988209   10.299039   11.371988   13.301348   12.519568
92	    0.325676    0.495588    0.991202    1.569201    2.129872    2.817485    3.354493    3.365695    2.548551    2.339201
93	    0.325676    0.495588    0.991202    1.569201    2.129872    2.817485    3.354493    3.365695    2.548551    2.339201
94	    0.325676    0.495588    0.991202    1.569201    2.129872    2.817485    3.354493    3.365695    2.548551    2.339201
95	    0.297077    0.475780    0.962680    1.622384    2.193923    2.821351    3.274709    3.029029    2.278714    1.278507
96	    0.177249    0.254398    0.438193    0.701788    1.000928    1.322169    1.587388    1.556247    0.984972    0.375620
97	    0.325676    0.495588    0.991202    1.569201    2.129872    2.817485    3.354493    3.365695    2.548551    2.339201
98	    0.325676    0.495588    0.991202    1.569201    2.129872    2.817485    3.354493    3.365695    2.548551    2.339201
99	    0.825081    1.180628    1.659496    2.343902    3.261498    4.362000    5.278294    4.935793    3.922654    3.456178
